id,plate,state,license_type,summons_number,issue_date,summons_image,violation_time,violation,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,county,issuing_agency,violation_status,judgment_entry_date
795,KFH1310,PA,PAS,8559725891,10/09/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VOVVZM2xPVkdjMVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",06:02A,FIRE HYDRANT,115,10,0,10,115,0,115,Q,TRAFFIC,,
796,GTB4152,NY,PAS,8559725921,10/09/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VOVVZM2xPVkd0NVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:06A,NO STANDING-DAY/TIME LIMITS,115,10,0,10,115,0,115,Q,TRAFFIC,,
797,GZE2223,NY,PAS,8669081970,11/04/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rOVVRVFJOVkdzelRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:25A,INSP. STICKER-EXPIRED/MISSING,65,0,0,3.99,61.01,0,070,K,TRAFFIC,HEARING HELD-GUILTY,
798,CHT5185,GA,PAS,4650134365,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWHBPUkUweVRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:53A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
799,41TS38,NY,MOT,8571754949,09/12/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wMVVZekZPUkdzd1QxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:51P,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,65,0,006,NY,TRAFFIC,,
800,NB1,VA,PAS,8539475364,08/28/2017,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVrOVVVVE5PVkUweVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,,,,,,,,,,
801,HEK8762,NY,PAS,8857567059,12/12/2020,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZWVEpPZWtFeFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:57A,REG. STICKER-EXPIRED/MISSING,65,0,0,0,65,0,114,Q,TRAFFIC,,
802,GLC7524,NY,PAS,4665356968,09/04/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rNVVUVEZPYW1zeVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",06:24P,PHTO SCHOOL ZN SPEED VIOLATION,50,25,1.27,0.26,76.01,0,000,BX,DEPARTMENT OF TRANSPORTATION,HEARING HELD-GUILTY,03/12/2020
803,JRA7402,NY,PAS,8857573102,01/18/2021,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZWVE5OZWtWM1RXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:59P,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,35,0,108,Q,TRAFFIC,,
804,GSG7370,NY,PAS,4650134341,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWHBPUkUwd1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:52A,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
805,FPX8294,NY,PAS,8685330518,09/11/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FNVVUWHBOUkZWNFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:52P,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,35,0,061,K,TRAFFIC,HEARING HELD-GUILTY,
806,HZE6974,NY,PAS,8559725842,10/09/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VOVVZM2xPVkdjd1RXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:47A,SIDEWALK,115,10,0,0,125,0,115,Q,TRAFFIC,,
807,59036MJ,NY,COM,8711500724,01/17/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMVVWWGROUkdONVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:05A,FAIL TO DISP. MUNI METER RECPT,65,0,0,65,0,0,014,NY,TRAFFIC,HEARING HELD-NOT GUILTY,
808,RPJ6038,GA,PAS,4650134353,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWHBPUkUweFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:53A,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
809,T654097C,NY,OMT,4650134377,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWHBPUkUwelRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:53A,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
810,GSC3490,NY,PAS,8712105041,01/15/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMXFSWGRPVkVFd1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",06:13P,EXPIRED MUNI METER,65,0,0,0,65,0,013,NY,TRAFFIC,,
811,92891MJ,NY,COM,8712105144,01/16/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMXFSWGRPVkVVd1RrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:34P,FAIL TO DISP. MUNI METER RECPT,65,0,0,65,0,0,014,NY,TRAFFIC,HEARING HELD-NOT GUILTY,
812,C17JTB,NJ,PAS,8685330490,09/11/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FNVVUWHBOUkZFMVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:49P,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,35,0,061,K,TRAFFIC,,
813,H90GWZ,NJ,PAS,8685330440,09/11/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FNVVUWHBOUkZFd1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:03A,NO STANDING-DAY/TIME LIMITS,115,10,0,10,115,0,067,K,TRAFFIC,,
814,HMM8030,NY,OMS,8559726317,10/12/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VOVVZM2xPYWsxNFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:10A,NO PARKING-DAY/TIME LIMITS,60,0,0,0,60,0,115,Q,TRAFFIC,,
815,HMC5029,NY,PAS,8559726275,10/12/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VOVVZM2xPYWtrelRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:07A,NO PARKING-DAY/TIME LIMITS,60,0,0,0,60,0,115,Q,TRAFFIC,,
816,GSN6607,NY,PAS,8665669140,07/05/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rNVVXVEpQVkVVd1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:11P,INSP. STICKER-EXPIRED/MISSING,65,60,0,0,125,0,060,K,TRAFFIC,HEARING HELD-GUILTY,
817,GSN6607,NY,PAS,8665669152,07/05/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rNVVXVEpQVkVVeFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:12P,FAIL TO DSPLY MUNI METER RECPT,35,60,0.81,0.12,95.69,0,060,K,TRAFFIC,,10/25/2018
818,T734266C,NY,OMT,4650134456,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWHBPUkZFeFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:55A,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
819,AF37397,PA,PAS,8704127468,02/05/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamQwNUVSWGxPZWxFeVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",06:37A,DOUBLE PARKING,115,0,0,80,35,0,013,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,
820,GST9458,NY,PAS,8526816792,01/15/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNXFaM2hPYW1NMVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:55A,FIRE HYDRANT,115,0,0,0,115,0,043,BX,TRAFFIC,,
821,HPT8974,NY,PAS,8641816021,11/27/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1FMVVaM2hPYWtGNVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:36P,SAFETY ZONE,115,0,0,0,115,0,090,K,TRAFFIC,,
822,GRU6178,NY,PAS,4703832161,08/18/2020,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSamQwMTZaM3BOYWtVeVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:45P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
823,JFX8313,PA,PAS,8555460839,06/07/2017,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNVVVVEpOUkdkNlQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,,,,,,,,,,
824,JEN5797,NY,PAS,8857573473,01/19/2021,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZWVE5OZWxFelRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:42P,REG. STICKER-EXPIRED/MISSING,65,0,0,0,65,0,109,Q,TRAFFIC,,
825,JCB3308,NY,PAS,4650134481,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWHBPUkZFMFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:56A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,ST,DEPARTMENT OF TRANSPORTATION,,
826,GKH5214,NY,PAS,4650134493,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWHBPUkZFMVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:56A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,ST,DEPARTMENT OF TRANSPORTATION,,
827,HMR8193,NY,PAS,8685331122,09/13/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FNVVUWHBOVkVWNVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",00:25A,NO STANDING-DAY/TIME LIMITS,115,0,0,0,115,0,063,K,TRAFFIC,,
828,T760937C,NY,OMT,4650134523,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWHBPUkZWNVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:57A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
829,AJ26139,AZ,PAS,4650134444,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWHBPUkZFd1RrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:55A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
830,J92KHD,NJ,PAS,8559726615,10/14/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VOVVZM2xPYWxsNFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:32A,NO PARKING-DAY/TIME LIMITS,60,0,0,0,60,0,115,Q,TRAFFIC,,
831,GYV6514,NY,PAS,8559726561,10/14/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VOVVZM2xPYWxVeVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:23A,NO PARKING-DAY/TIME LIMITS,60,0,0,0,60,0,115,Q,TRAFFIC,,
832,JCM3053,NY,PAS,4650134584,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWHBPUkZVMFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:59A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,ST,DEPARTMENT OF TRANSPORTATION,,
833,26748MH,NY,COM,8641816161,11/27/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1FMVVaM2hPYWtVeVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:54P,NGHT PKG ON RESID STR-COMM VEH,65,0,0,0,65,0,081,K,TRAFFIC,,
834,GRV2773,NY,PAS,8526816846,01/15/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNXFaM2hPYW1jd1RtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:06A,DOUBLE PARKING,115,0,0,0,115,0,043,BX,TRAFFIC,HEARING HELD-GUILTY,
835,GUV9593,NY,PAS,8526816834,01/15/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNXFaM2hPYW1kNlRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",06:27A,FIRE HYDRANT,115,0,0,0,115,0,043,BX,TRAFFIC,,
836,Z835543,IL,PAS,8539475870,08/29/2017,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVrOVVVVE5PVkdjelRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,,,,,,,,,,
837,LDWB16,FL,PAS,5110844422,06/23/2020,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVFMUVaekJPUkZGNVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:10P,FAILURE TO STOP AT RED LIGHT,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
838,T723942C,NY,OMT,4650134754,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWHBPUkdNeFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:02A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
839,HCY4520,NY,PAS,4650134640,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWHBPUkZrd1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:00A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
840,JWA0300,PA,PAS,8685331183,09/13/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FNVVUWHBOVkVVMFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:26A,FIRE HYDRANT,115,0,0,0,115,0,067,K,TRAFFIC,,
841,T718351C,NY,OMT,4650134602,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWHBPUkZsM1RXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:59A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
842,56149ML,NY,COM,8526816822,01/15/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNXFaM2hPYW1kNVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",06:23A,COMML PLATES-UNALTERED VEHICLE,115,0,0,0,115,0,043,BX,TRAFFIC,HEARING HELD-GUILTY,
843,P86HTX,NJ,PAS,8559726792,10/14/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VOVVZM2xPYW1NMVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",06:49A,NO STANDING-TAXI STAND,115,0,0,0,115,0,115,Q,TRAFFIC,,
844,HNG8501,NY,PAS,8559726846,10/14/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VOVVZM2xPYW1jd1RtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:01A,FIRE HYDRANT,115,0,0,0,115,0,115,Q,TRAFFIC,,
845,GTJ6693,NY,PAS,8685331511,09/13/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FNVVUWHBOVkZWNFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:02P,REG. STICKER-EXPIRED/MISSING,65,0,0,0,65,0,061,K,TRAFFIC,HEARING HELD-GUILTY,
846,JCM6547,NY,PAS,8559726858,10/14/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VOVVZM2xPYW1jeFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:02A,SIDEWALK,115,0,0,0,115,0,115,Q,TRAFFIC,,
847,8198TU,VA,PAS,8555460852,06/07/2017,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNVVVVEpOUkdjeFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,,,,,,,,,,
848,T787038C,NY,OMT,8857579608,02/25/2021,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZWVE5QVkZsM1QwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:24P,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,35,0,108,Q,TRAFFIC,,
849,GUJ8985,NY,PAS,8641816367,11/29/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1FMVVaM2hPYWsweVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:49P,NO PARKING-DAY/TIME LIMITS,60,0,0,0,60,0,077,K,TRAFFIC,,
850,HTD3927,NY,PAS,4015606383,10/29/2020,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSQmVFNVVXWGRPYWswMFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:58P,BUS LANE VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,HEARING HELD-GUILTY,
851,CCZ0011,AZ,PAS,8559726780,10/14/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VOVVZM2xPYW1NMFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",06:47A,NO STANDING-DAY/TIME LIMITS,115,0,0,0,115,0,115,Q,TRAFFIC,,
852,FHF4569,NY,PAS,4650134766,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWHBPUkdNeVRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:02A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
853,HMV3067,NY,PAS,8857579621,02/25/2021,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZWVE5QVkZsNVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:40P,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,65,0,108,Q,TRAFFIC,,
854,JBN4088,NY,PAS,8712411188,01/26/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMXFVWGhOVkVVMFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:37A,FAIL TO DSPLY MUNI METER RECPT,35,30,0,0,65,0,046,BX,TRAFFIC,,
855,HGU8864,NY,PAS,8685331535,09/13/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FNVVUWHBOVkZWNlRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:09P,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,35,0,061,K,TRAFFIC,,
856,96577MJ,NY,COM,8704127500,02/05/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamQwNUVSWGxPZWxWM1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:23A,NO STANDING-DAY/TIME LIMITS,115,0,0,15,100,0,013,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,
857,XDZK41,NJ,PAS,8704127559,02/05/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamQwNUVSWGxPZWxVeFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:16A,NO PARKING-DAY/TIME LIMITS,65,0,0,65,0,0,010,NY,TRAFFIC,HEARING HELD-NOT GUILTY,
858,HSE9080,NY,PAS,8685331821,09/14/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FNVVUWHBOVkdkNVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:16A,NO STANDING-EXC. AUTH. VEHICLE,95,0,0,0,95,0,067,K,TRAFFIC,HEARING HELD-GUILTY,
859,GXX3349,NY,PAS,8559727220,10/16/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VOVVZM2xPZWtsNVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:27A,NO PARKING-STREET CLEANING,45,0,0,0,45,0,115,Q,TRAFFIC,,
860,HSZ2350,NY,PAS,8665670490,07/07/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rNVVXVE5OUkZFMVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:05P,FAIL TO DSPLY MUNI METER RECPT,35,60,0.75,0,95.75,0,060,K,TRAFFIC,,10/25/2018
861,HSZ2350,NY,PAS,8665670506,07/07/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rNVVXVE5OUkZWM1RtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:06P,INSP STICKER-MUTILATED/C'FEIT,65,60,0.99,0,125.99,0,060,K,TRAFFIC,,10/25/2018
862,T22HZE,NJ,PAS,4650134985,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWHBPUkdzMFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:06A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,ST,DEPARTMENT OF TRANSPORTATION,,
863,HTA1166,NY,PAS,8526817000,01/15/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNXFaM2hPZWtGM1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:46A,NO PARKING-STREET CLEANING,45,10,0,0,55,0,043,BX,TRAFFIC,,
864,T756374C,NY,OMT,8641816471,11/29/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1FMVVaM2hPYWxFelRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:29P,OBSTRUCTING DRIVEWAY,95,0,0,0,95,0,075,K,TRAFFIC,,
865,HZC8761,NY,PAS,8641816513,11/29/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1FMVVaM2hPYWxWNFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:43P,FIRE HYDRANT,115,0,0,0,115,0,075,K,TRAFFIC,,
866,KEP8025,NY,PAS,8857579700,02/25/2021,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZWVE5QVkdOM1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:01P,EXPIRED MUNI METER,35,0,0,0,35,0,108,Q,TRAFFIC,,
867,XFPP52,NJ,PAS,4650135035,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWHBPVkVGNlRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:07A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,MN,DEPARTMENT OF TRANSPORTATION,,
868,HZM6131,NY,OMS,4650134961,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSWHBPUkdzeVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:06A,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
869,7779UH,VA,PAS,8555461212,06/08/2017,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNVVVVEpOVkVsNFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,,,,,,,,,,
870,41TS38,NY,MOT,8571755000,09/13/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wMVVZekZPVkVGM1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:01P,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,65,0,001,NY,TRAFFIC,HEARING HELD-GUILTY,
871,GSZ9493,NY,PAS,8559727073,10/16/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VOVVZM2xPZWtFelRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:07A,NO STANDING-DAY/TIME LIMITS,115,10,0,10,115,0,115,Q,TRAFFIC,,
872,AJ22391,AZ,PAS,8685331894,09/14/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FNVVUWHBOVkdjMVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:48A,NGHT PKG ON RESID STR-COMM VEH,65,0,0,65,0,0,067,K,TRAFFIC,HEARING HELD-NOT GUILTY,
873,AN37939,CT,PAS,8685332175,09/14/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FNVVUWHBOYWtVelRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:54P,FIRE HYDRANT,115,0,0,0,115,0,067,K,TRAFFIC,,
